name	ID	CntrStat_vs_Cntr_p.val	Farn_vs_Cntr_p.val	Farn_vs_CntrStat_p.val	Farn_vs_Gera_p.val	Farn_vs_GeraStat_p.val	FarnStat_vs_Cntr_p.val	FarnStat_vs_CntrStat_p.val	FarnStat_vs_Farn_p.val	FarnStat_vs_Gera_p.val	FarnStat_vs_GeraStat_p.val	Gera_vs_Cntr_p.val	Gera_vs_CntrStat_p.val	GeraStat_vs_Cntr_p.val	GeraStat_vs_CntrStat_p.val	GeraStat_vs_Gera_p.val	CntrStat_vs_Cntr_p.adj	Farn_vs_Cntr_p.adj	Farn_vs_CntrStat_p.adj	Farn_vs_Gera_p.adj	Farn_vs_GeraStat_p.adj	FarnStat_vs_Cntr_p.adj	FarnStat_vs_CntrStat_p.adj	FarnStat_vs_Farn_p.adj	FarnStat_vs_Gera_p.adj	FarnStat_vs_GeraStat_p.adj	Gera_vs_Cntr_p.adj	Gera_vs_CntrStat_p.adj	GeraStat_vs_Cntr_p.adj	GeraStat_vs_CntrStat_p.adj	GeraStat_vs_Gera_p.adj	CntrStat_vs_Cntr_significant	Farn_vs_Cntr_significant	Farn_vs_CntrStat_significant	Farn_vs_Gera_significant	Farn_vs_GeraStat_significant	FarnStat_vs_Cntr_significant	FarnStat_vs_CntrStat_significant	FarnStat_vs_Farn_significant	FarnStat_vs_Gera_significant	FarnStat_vs_GeraStat_significant	Gera_vs_Cntr_significant	Gera_vs_CntrStat_significant	GeraStat_vs_Cntr_significant	GeraStat_vs_CntrStat_significant	GeraStat_vs_Gera_significant	significant	CntrStat_vs_Cntr_ratio	Farn_vs_Cntr_ratio	Farn_vs_CntrStat_ratio	Farn_vs_Gera_ratio	Farn_vs_GeraStat_ratio	FarnStat_vs_Cntr_ratio	FarnStat_vs_CntrStat_ratio	FarnStat_vs_Farn_ratio	FarnStat_vs_Gera_ratio	FarnStat_vs_GeraStat_ratio	Gera_vs_Cntr_ratio	Gera_vs_CntrStat_ratio	GeraStat_vs_Cntr_ratio	GeraStat_vs_CntrStat_ratio	GeraStat_vs_Gera_ratio	Cntr_centered	CntrStat_centered	Farn_centered	FarnStat_centered	Gera_centered	GeraStat_centered
SLC25A20	O43772	0.323615760875179	2.2295910585265e-17	6.6705337328512695e-18	0.0029322728079354	0.0005072707642618	1.6074305009813699e-18	5.35530558424007e-19	0.0330752972493884	0.311973030392951	0.0979901143549731	5.21399394424071e-19	1.8142341939888402e-19	2.52972880617623e-19	9.04418298371775e-20	0.499356158909394	0.882	1.53e-12	5.93e-15	0.882	0.877	4.17e-10	7.51e-15	0.291	0.908	0.932	0.0213	0.00435	0.0224	0.00446	0.807	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	2.92	3.06	-0.478	-0.577	3.25	3.39	0.328	-0.15	-0.25	3.4	3.54	3.49	3.64	0.0997	-2.15	-2.3	0.767	1.09	1.24	1.34
SLC25A22	Q9H936	0.259002139948418	4.0245059697447e-20	1.3382871302352101e-20	8.46507451520801e-05	1.05751772215183e-07	9.29244217993312e-21	3.27135880594771e-21	0.133985855286169	0.0045964733530325	5.33523579999132e-06	6.13363593588099e-22	2.38316736127695e-22	7.65033130196504e-23	3.1868106896378e-23	0.0152904485849284	0.86	1.17e-14	5.93e-15	0.836	0.718	1.77e-14	7.51e-15	0.59	0.854	0.824	0.00101	7.61e-05	0.000474	2.72e-05	0.264	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	3.28	3.43	-0.59	-0.919	3.48	3.62	0.196	-0.393	-0.723	3.87	4.02	4.2	4.34	0.329	-2.45	-2.59	0.833	1.03	1.42	1.75
SLC25A40	Q8TBP6	0.53471248189545	3.26681365981393e-08	7.471255091027871e-09	8.47146342346813e-06	7.74508190430101e-06	5.87682295930275e-09	1.4286600830015e-09	0.469677768523127	5.86530989574772e-05	5.35759596656711e-05	4.25745069929614e-13	1.46622087801314e-13	4.01373466552234e-13	1.3851163446981e-13	0.972965103429943	0.921	0.0389	0.000887	0.794	0.819	0.102	0.00255	0.814	0.77	0.861	0.469	0.294	0.511	0.338	0.874	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.146	1.8	1.95	-1.28	-1.29	1.97	2.12	0.171	-1.11	-1.12	3.08	3.23	3.09	3.24	0.00796	-1.63	-1.78	0.166	0.337	1.45	1.46
SLC29A1	Q99808	0.341789055787091	1.15396669433517e-13	2.43107808844679e-14	1.64211297475763e-17	1.36939398695259e-17	2.3087821130483503e-15	5.89157323604844e-16	0.0176449626289922	4.25013973283909e-16	3.4662519324127e-16	2.99357230651037e-23	1.46931898454635e-23	2.67716765781977e-23	1.31788442931556e-23	0.881696424275625	0.887	2.37e-06	2.22e-11	0.000664	0.0014	9.55e-06	2.43e-11	0.199	0.000806	0.00521	0.000139	6.5e-06	0.000249	1.26e-05	0.865	False	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	-0.146	2.12	2.27	-3.07	-3.09	2.5	2.65	0.383	-2.69	-2.71	5.19	5.34	5.21	5.36	0.0227	-2.48	-2.63	-0.36	0.0236	2.71	2.73
SLC2A1	P11166	0.0105520760383741	3.51779051423397e-10	2.00036418366356e-07	2.0526528997092702e-15	1.3851599453903299e-16	1.1014791359427099e-11	3.40732202246788e-09	0.0976287521381824	2.7200015361765998e-14	1.44154873235575e-15	2.39154998766865e-20	3.8102193630270503e-19	3.89413406500585e-21	5.14077463845559e-20	0.0601155278300685	0.305	0.00334	0.00948	0.00972	0.00489	0.00652	0.00449	0.518	0.00861	0.0114	0.00642	0.00597	0.00443	0.00337	0.467	False	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	0.374	1.32	0.948	-2.26	-2.52	1.55	1.18	0.233	-2.02	-2.29	3.58	3.2	3.85	3.47	0.267	-1.78	-1.41	-0.458	-0.224	1.8	2.07
SLC2A3	P11169	0.0177164825065088	1.29682851003558e-09	5.17712354185771e-07	4.887166183786159e-11	8.97723809480281e-13	6.058544270681689e-11	1.49978449942944e-08	0.15789406341389	1.0257272081711e-09	1.3108202802222098e-11	2.89558083361087e-17	8.02109637439236e-16	2.35013937622377e-18	4.8154514410573804e-17	0.0432925134725659	0.395	0.00753	0.0164	0.296	0.164	0.0158	0.0109	0.625	0.299	0.285	0.0696	0.091	0.044	0.0477	0.405	False	True	True	False	False	True	True	False	False	False	False	False	True	True	False	True	0.443	1.6	1.16	-1.87	-2.24	1.85	1.41	0.254	-1.62	-1.99	3.47	3.03	3.84	3.4	0.372	-1.87	-1.42	-0.269	-0.0148	1.6	1.97
SLC30A1	Q9Y6M5	0.0004503918221501	6.11574176466962e-13	1.6477626966115402e-09	0.0069939244188402	0.0003342410988036	1.42791179129162e-14	1.4326507130820199e-11	0.0301231000823481	0.531459541080114	0.078306221030362	5.4685533493813905e-15	4.3106693312552095e-12	9.68814849416238e-16	5.01631880457128e-13	0.24156806212047	0.0294	1.57e-05	0.000234	0.891	0.872	5.55e-05	5.9e-05	0.276	0.915	0.931	0.259	0.454	0.221	0.401	0.711	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.511	1.66	1.15	-0.373	-0.525	1.95	1.44	0.292	-0.0808	-0.233	2.03	1.52	2.19	1.67	0.153	-1.39	-0.88	0.27	0.562	0.643	0.795
SLC3A2	P08195	0.0496820868702689	3.4909058512849103e-09	4.80988816548627e-07	6.58596409973439e-12	1.85509256146117e-12	3.25559528063e-10	3.35552305291573e-08	0.28815452330215	5.4300424804581297e-11	1.4058723515610198e-11	1.41242307641262e-17	1.90042667422212e-16	6.24816357446064e-18	7.77338587779146e-17	0.498516906255355	0.57	0.0129	0.0157	0.194	0.197	0.0336	0.017	0.74	0.156	0.289	0.0551	0.0576	0.0574	0.0564	0.807	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.307	1.3	0.988	-1.75	-1.85	1.46	1.15	0.162	-1.59	-1.69	3.04	2.74	3.15	2.84	0.102	-1.54	-1.23	-0.246	-0.0844	1.5	1.6
SLC43A3	Q8NBI5	0.590620069833053	3.43032197182216e-08	9.521761805801972e-09	2.38761703383961e-08	3.3260957109088503e-09	1.47181965065359e-09	4.50777801113629e-10	0.18241129810953	6.89532901317052e-07	8.27918072543752e-08	9.9508981300178e-15	4.399928057673831e-15	2.80290629959767e-15	1.2830010504240502e-15	0.401823506131477	0.927	0.0397	0.00108	0.615	0.589	0.061	0.00114	0.655	0.628	0.72	0.288	0.144	0.271	0.132	0.781	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.146	2.07	2.22	-2.11	-2.34	2.44	2.59	0.368	-1.75	-1.97	4.19	4.33	4.42	4.56	0.229	-2.16	-2.31	-0.0888	0.28	2.02	2.25
SLC7A5	Q01650	0.155809030665152	7.28124712730582e-10	1.98660339789438e-08	6.48523155066859e-14	2.5670144171470997e-13	7.254121736721891e-10	1.97854534420461e-08	0.998638204886518	6.50335867094133e-14	2.57452761521572e-13	3.24137428773319e-19	1.57595638530222e-18	7.869612362583431e-19	4.03651598232088e-18	0.41400268375713	0.795	0.00533	0.00193	0.0454	0.115	0.0465	0.0127	0.895	0.013	0.102	0.0182	0.0105	0.0321	0.0204	0.785	False	True	True	True	False	True	True	False	True	False	True	True	True	True	False	True	0.225	1.45	1.22	-2.21	-2.08	1.45	1.22	0.000265	-2.21	-2.08	3.66	3.43	3.53	3.31	-0.128	-1.72	-1.49	-0.271	-0.271	1.94	1.81
SNX25	Q9H3E2	0.207358154665308	1.8387076818938202e-17	3.97759274696037e-18	0.0001966641659312	1.67826154081956e-05	6.1307129660095e-18	1.4055585524681799e-18	0.365845579084698	0.0021367273298907	0.0001910065086337	1.4809706011509702e-19	4.077290299058e-20	5.81252796539407e-20	1.6700661879218102e-20	0.360196954991734	0.834	9.94e-13	5.93e-15	0.849	0.832	4.2e-09	7.51e-15	0.779	0.842	0.877	0.0135	0.00204	0.0131	0.0019	0.767	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	2.29	2.43	-0.49	-0.596	2.39	2.54	0.104	-0.386	-0.491	2.78	2.92	2.88	3.03	0.105	-1.7	-1.85	0.589	0.693	1.08	1.18
SQRDL	Q9Y6N5	4.69997030845407e-05	1.74666322478461e-08	0.0043373458899102	5.90683180458246e-11	7.33399064198607e-14	4.2121918015968e-11	3.12656929907492e-06	0.0100042045388194	2.60197318103975e-08	9.763823471740729e-12	1.39726111286162e-16	1.88821610149789e-13	1.61349219610909e-18	6.77584367269753e-16	0.0010227819285438	0.00238	0.029	0.543	0.307	0.0767	0.0132	0.125	0.14	0.475	0.268	0.112	0.306	0.0397	0.111	0.0656	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	True	0.387	0.635	0.248	-0.842	-1.14	0.855	0.469	0.221	-0.621	-0.915	1.48	1.09	1.77	1.38	0.294	-0.854	-0.467	-0.219	0.00139	0.623	0.916
SRPK1	Q96SB4	0.938642115997089	1.14074752420294e-11	9.83251830407636e-12	0.0032083581135963	0.0144902586877896	7.647738396861099e-12	6.60400914246141e-12	0.835301076115464	0.0018921404977136	0.0088547101238892	1.09277970467307e-08	9.124780005687161e-09	2.6148891178482402e-09	2.1975736395285e-09	0.536606852637046	0.951	0.00025	7.03e-07	0.883	0.908	0.00535	2.7e-05	0.879	0.84	0.915	0.779	0.718	0.775	0.713	0.815	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.0124	1.83	1.84	0.52	0.419	1.87	1.88	0.0336	0.553	0.453	1.31	1.32	1.41	1.43	0.1	-1.07	-1.08	0.764	0.797	0.244	0.344
ST6GAL1	P15907	0.353019787253907	3.29559605996089e-14	7.65363644442886e-15	6.84391846224434e-08	1.31345683091763e-06	1.05654936531688e-14	2.59163006784156e-15	0.470269894627609	4.1834548246544e-07	8.78918636882425e-06	1.7507964009534398e-18	6.203935251801571e-19	6.79403510940858e-18	2.28690463897428e-18	0.247332412381255	0.89	4.85e-07	1.63e-12	0.657	0.783	4.25e-05	4.47e-10	0.814	0.607	0.833	0.0311	0.0073	0.0587	0.0167	0.715	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	-0.146	2.29	2.44	-1.15	-0.966	2.41	2.55	0.113	-1.04	-0.853	3.44	3.59	3.26	3.4	-0.183	-1.87	-2.02	0.417	0.53	1.57	1.38
STK39	Q9UEW8	0.360432833231819	2.94453418716797e-16	8.657035482055031e-17	0.0274110217595554	0.0430758601242239	1.22506389722524e-15	3.38576329937915e-16	0.310373075018492	0.0023415133527837	0.0039550625161872	1.50040092558643e-17	4.9804852113533396e-18	1.9360682985634202e-17	6.36279961750719e-18	0.835315266491494	0.892	3.06e-10	5.93e-15	0.904	0.917	4.99e-06	7.5e-12	0.753	0.843	0.908	0.0561	0.016	0.0805	0.0239	0.86	False	True	True	False	False	True	True	False	False	False	False	True	False	True	False	True	-0.146	2.84	2.98	-0.368	-0.335	2.67	2.82	-0.163	-0.53	-0.497	3.2	3.35	3.17	3.32	-0.033	-1.96	-2.1	0.88	0.717	1.25	1.21
STRADA	Q7RTN6	0.336767667478433	2.21007559677339e-24	1.1504675507857e-24	0.0177222242391593	0.0024442012978729	1.85257384463689e-24	9.684959309367041e-25	0.795287450862643	0.0096374613758065	0.0012558281796267	1.2937686416336e-23	6.44309013487254e-24	2.358606043709e-23	1.1563292415747e-23	0.418152797575759	0.886	1.17e-14	5.93e-15	0.9	0.893	1.77e-14	7.51e-15	0.874	0.864	0.898	7.89e-05	3.15e-06	0.000231	1.13e-05	0.786	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	5.69	5.83	0.379	0.502	5.72	5.87	0.0392	0.418	0.541	5.31	5.45	5.18	5.33	-0.123	-3.63	-3.77	2.06	2.1	1.68	1.56
STRBP	Q96SI9	0.283498875737313	3.25011000849224e-23	1.4517962653544e-23	0.002037051954754	0.0003581938815759	1.8192186196635802e-23	8.26648092508426e-24	0.439436664018271	0.0137732443729059	0.0026998936588886	2.82055998776379e-24	1.35094414004226e-24	1.78943646322077e-24	8.677130191040911e-25	0.506669649156245	0.869	1.17e-14	5.93e-15	0.878	0.873	1.77e-14	7.51e-15	0.805	0.869	0.905	2.45e-05	6.18e-07	2.89e-05	7.2e-07	0.809	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.57	4.72	-0.458	-0.548	4.68	4.83	0.105	-0.353	-0.443	5.03	5.18	5.12	5.27	0.09	-3.21	-3.36	1.36	1.47	1.82	1.91
SUMF1	Q8NBK3	2.20492373543034e-07	4.51754694508343e-09	0.114514894257443	4.8523242048005e-10	3.84368241525957e-10	1.05683044139834e-09	0.0307538967765906	0.520687676321044	1.23623901802542e-10	9.880963098628459e-11	0.32147466137424	1.90796473120561e-08	0.273003473912424	1.47634774646315e-08	0.913907744324326	2.92e-07	0.0147	0.791	0.424	0.484	0.0536	0.755	0.827	0.192	0.403	0.926	0.734	0.93	0.756	0.868	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3.23	3.99	0.76	4.46	4.51	4.29	1.06	0.303	4.76	4.81	-0.47	-3.7	-0.521	-3.75	-0.0508	-1.75	1.48	2.24	2.54	-2.22	-2.27
SUPT16H	Q9Y5B9	0.0054530092720599	5.4110391050257e-14	1.10484190553658e-11	1.61913170322457e-07	4.88188351923247e-10	2.4415178352865603e-15	2.83243984079748e-13	0.0526525047064001	2.99744932864212e-05	4.94999357605663e-08	3.70941811258508e-18	1.53123652120144e-16	2.3743929499873304e-19	6.7415316821025695e-18	0.0183536169367714	0.202	9.23e-07	8.23e-07	0.687	0.496	1.01e-05	6.92e-07	0.376	0.753	0.703	0.0382	0.0535	0.0219	0.0244	0.285	False	True	True	False	False	True	True	False	False	False	True	False	True	True	False	True	0.295	1.41	1.12	-0.689	-0.934	1.61	1.31	0.198	-0.491	-0.736	2.1	1.81	2.35	2.05	0.245	-1.29	-0.999	0.118	0.316	0.807	1.05
SYNE2	Q8WXH0	0.563340606712879	2.75210683883833e-17	1.3479761706844701e-17	5.42939885552667e-06	2.00180382202253e-07	1.0821524404966499e-18	5.73063448121258e-19	0.0099726152768484	0.0072937296831725	0.0002718786261565	5.26039824531547e-20	2.97590336066285e-20	1.5161566901933802e-20	8.79718122735906e-21	0.206866416597198	0.924	2.44e-12	5.93e-15	0.784	0.736	2.06e-10	7.51e-15	0.14	0.86	0.882	0.00898	0.00172	0.00818	0.0014	0.688	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.97	5.12	-1.42	-1.75	5.67	5.81	0.695	-0.728	-1.05	6.4	6.54	6.72	6.87	0.324	-3.93	-4.08	1.04	1.73	2.46	2.78
SYPL1	Q16563	0.444225736826604	1.29373514946645e-20	6.32310786485174e-21	0.0920449277071712	0.485339439122523	9.431825824377181e-21	4.64785179983305e-21	0.736281589057975	0.0465627800799028	0.304154359618512	6.97385558411761e-20	3.2574284896643104e-20	2.52624159039969e-20	1.2130323440333201e-20	0.307341153394645	0.908	1.17e-14	5.93e-15	0.915	0.936	1.77e-14	7.51e-15	0.867	0.885	0.94	0.00999	0.0018	0.00992	0.00164	0.746	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	5.09	5.24	0.33	0.133	5.16	5.31	0.0642	0.394	0.198	4.76	4.91	4.96	5.11	0.196	-3.31	-3.45	1.79	1.85	1.46	1.66
TBCE	Q15813	0.344837472393927	2.53363935267355e-14	5.814987781566521e-15	0.383520540918006	0.66280165670369	1.51462167115438e-13	3.17760944547713e-14	0.278871593822923	0.827956448547502	0.133919191466904	1.05292172377807e-13	2.2503411310848e-14	1.27849531637333e-14	3.0339512828127404e-15	0.195864907196168	0.888	3.49e-07	8.53e-13	0.928	0.938	0.000395	3.07e-08	0.735	0.921	0.934	0.403	0.209	0.346	0.164	0.679	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	2.28	2.42	0.135	-0.0671	2.11	2.26	-0.168	-0.0334	-0.235	2.14	2.29	2.34	2.49	0.202	-1.45	-1.6	0.823	0.655	0.688	0.89
TBL1XR1	Q9BZK7	0.157167036865775	4.4154412451977e-09	1.39078772784779e-07	1.65777851986193e-11	5.81753342779284e-13	3.08649092565836e-10	7.7075656539088e-09	0.235929833601257	1.9007294227137002e-10	5.19513392368299e-12	2.89243217468588e-17	1.86346028839567e-16	3.30761623567239e-18	1.84530804415228e-17	0.0798194353522208	0.796	0.0146	0.00757	0.239	0.146	0.0329	0.00739	0.705	0.212	0.234	0.0695	0.0572	0.0482	0.0336	0.521	False	True	True	False	False	True	True	False	False	False	False	False	True	True	False	True	0.164	0.967	0.803	-1.27	-1.47	1.1	0.939	0.137	-1.13	-1.33	2.23	2.07	2.44	2.27	0.205	-1.15	-0.987	-0.184	-0.0474	1.08	1.29
TIMM10	P62072	0.201891893924942	4.3674092309290196e-18	1.00108769948825e-18	0.0823651178681296	0.0583759986128142	6.72823167144856e-19	1.6954733921415701e-19	0.105979234871263	0.0017724912296108	0.0011390470870111	3.82901810293545e-17	7.808571881128339e-18	4.7576067172756104e-17	9.585504120805769e-18	0.863942855073388	0.831	3.34e-14	5.93e-15	0.914	0.919	8.32e-11	7.51e-15	0.537	0.839	0.897	0.0761	0.0188	0.106	0.0274	0.863	False	True	True	False	False	True	True	False	False	False	False	True	False	True	False	True	-0.146	2.4	2.54	0.202	0.221	2.58	2.73	0.187	0.389	0.409	2.19	2.34	2.17	2.32	-0.0194	-1.53	-1.68	0.862	1.05	0.66	0.641
TIMM44	O43615	0.43344767742844	4.78866492065757e-13	1.24529488331286e-13	1.19877913328773e-06	0.0390586750755737	1.24288488282136e-13	3.42549280693051e-14	0.432779651884485	9.4682425044633e-06	0.180505526740427	4.6431562818677304e-17	1.7361761298958702e-17	1.3844171767078101e-14	4.17914919309724e-15	0.0003571441792558	0.907	1.2e-05	6.13e-10	0.748	0.916	0.00034	3.43e-08	0.803	0.72	0.937	0.0809	0.0246	0.35	0.176	0.0326	False	True	True	False	False	True	True	False	False	False	False	True	False	False	True	True	-0.146	2.43	2.57	-1.15	-0.4	2.57	2.72	0.147	-1.01	-0.253	3.58	3.73	2.83	2.97	-0.755	-1.88	-2.02	0.55	0.696	1.7	0.949
TM9SF4	Q92544	0.513181316503435	1.02117955716634e-16	4.38545952914391e-17	4.62624780238182e-10	1.26938445241503e-08	8.4594635358028e-17	3.65324849758997e-17	0.885100031137011	6.32955921956456e-10	1.78689748687392e-08	3.5439414314023804e-21	1.97688268957566e-21	1.36960682385019e-20	7.41662135720117e-21	0.150488556486315	0.918	3.9e-11	5.93e-15	0.421	0.645	2.08e-07	4.21e-14	0.884	0.273	0.665	0.00255	0.00033	0.00784	0.00128	0.635	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.16	4.31	-2.12	-1.8	4.19	4.34	0.0322	-2.09	-1.76	6.28	6.43	5.96	6.1	-0.327	-3.41	-3.55	0.753	0.785	2.88	2.55
TMC6	Q7Z403	0.522037092708178	3.39130809223355e-14	1.23425974129851e-14	0.0004624643744571	0.000100296236545	3.88466545313404e-14	1.40731152838681e-14	0.932504461215164	0.0005779952314755	0.0001257356277243	4.16305565163131e-11	1.1704417190899e-11	1.3524449253584501e-10	3.6347903058615796e-11	0.566392134124788	0.92	5.03e-07	4.89e-12	0.86	0.858	0.000131	8.55e-09	0.889	0.819	0.872	0.647	0.499	0.712	0.587	0.821	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.146	3.33	3.48	0.903	1.03	3.32	3.46	-0.0193	0.884	1.01	2.43	2.58	2.3	2.45	-0.131	-1.87	-2.02	1.46	1.44	0.559	0.428
TMEM147	Q9BVK8	0.518967241283105	7.63470867516408e-11	2.07764678089443e-11	3.77494684270052e-09	9.63073074857349e-09	1.6406549249873401e-10	4.3347774590101594e-11	0.712457420381875	1.6390202992029102e-09	4.09798923501102e-09	6.97922031430398e-17	3.0657240237707604e-17	1.18215004547076e-16	5.11340990057626e-17	0.685999973534736	0.919	0.00114	1.9e-06	0.531	0.634	0.0251	0.000166	0.863	0.324	0.603	0.0916	0.0297	0.136	0.0487	0.841	False	True	True	False	False	True	True	False	False	False	False	True	False	True	False	True	-0.146	2.35	2.49	-1.94	-1.85	2.26	2.41	-0.0835	-2.02	-1.93	4.29	4.43	4.19	4.34	-0.0916	-2.16	-2.3	0.189	0.106	2.13	2.04
TMEM165	Q9HC07	0.602711861514854	5.00906081359084e-12	1.3607430314987398e-11	0.0006674169004649	7.83464478141116e-05	5.995862467156199e-13	1.5241239789712398e-12	0.250081774562331	3.01215329789017e-05	3.55062628367616e-06	1.66648422688407e-08	5.85050896651396e-08	1.18004612367633e-07	4.37163751107035e-07	0.422469650389111	0.929	0.000122	1.08e-06	0.865	0.854	0.00107	5.4e-06	0.716	0.753	0.816	0.786	0.757	0.831	0.812	0.788	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.242	5.45	5.21	1.77	2.15	5.99	5.75	0.54	2.31	2.69	3.68	3.44	3.3	3.06	-0.374	-3.11	-2.87	2.34	2.88	0.567	0.193
TMEM167A	Q8TBQ9	0.0089459245575236	9.970806979237811e-09	1.13393902383e-05	4.56798782330359e-06	3.3450427912281e-05	1.02102203002118e-08	1.16481945072731e-05	0.991919733656992	4.44795706148996e-06	3.25584189576937e-05	1.21851184535803e-13	1.9414598579629197e-11	4.38473751181815e-13	8.78863114653553e-11	0.455389061060691	0.278	0.0221	0.0805	0.78	0.842	0.123	0.197	0.894	0.696	0.854	0.41	0.52	0.515	0.619	0.797	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0.65	1.9	1.25	-1.33	-1.15	1.89	1.24	-0.00235	-1.33	-1.15	3.22	2.57	3.05	2.4	-0.174	-1.78	-1.13	0.111	0.109	1.44	1.26
TMEM189	A5PLL7	0.648303914301096	2.24715795096966e-09	8.131480834785751e-10	0.0004569492860558	0.0003308016788914	2.01604241164033e-08	6.882157571147291e-09	0.348142270814212	3.67748425931717e-05	2.65404964822074e-05	7.885384278006259e-13	3.53825832290271e-13	6.35111869752046e-13	2.86582068020447e-13	0.902733476837491	0.933	0.0102	0.00012	0.86	0.872	0.152	0.00691	0.771	0.758	0.851	0.497	0.336	0.531	0.373	0.867	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.146	2.82	2.97	-1.27	-1.31	2.52	2.66	-0.303	-1.57	-1.61	4.09	4.24	4.13	4.28	0.0392	-2.24	-2.38	0.585	0.282	1.86	1.9
TMEM205	Q6UW68	0.414090065972329	1.39678055248079e-16	4.81097766286151e-17	6.15545517995122e-08	2.35042533651389e-07	7.26040427512164e-17	2.56190514653256e-17	0.617270498117839	2.12709400686773e-07	8.39246407857723e-07	3.23743434244853e-20	1.46909220056162e-20	5.51445145597491e-20	2.4639927698176602e-20	0.589747393306772	0.903	7.27e-11	5.93e-15	0.653	0.741	1.71e-07	1.44e-14	0.848	0.578	0.785	0.00735	0.00116	0.0129	0.00232	0.826	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	3.28	3.43	-1.32	-1.22	3.37	3.52	0.0892	-1.23	-1.13	4.6	4.74	4.5	4.65	-0.0963	-2.6	-2.75	0.68	0.769	2.0	1.9
TMEM214	Q6NUQ4	0.301238799246854	2.14078120981926e-13	3.80638823824266e-14	4.51745441088323e-15	1.64893843939474e-12	1.8255425517556297e-11	2.50171965815784e-12	0.0210277688673427	1.4794432475252002e-16	2.64700471827826e-14	1.1412378882331601e-21	4.70861079039648e-22	3.02415561944643e-20	1.1150936024590801e-20	0.0012571874070458	0.875	4.9e-06	5.77e-11	0.0141	0.191	0.00853	9.51e-06	0.22	0.000402	0.044	0.00137	0.000125	0.0106	0.00158	0.0733	False	True	True	True	False	True	True	False	True	True	True	True	True	True	False	True	-0.139	1.8	1.94	-2.13	-1.65	1.48	1.62	-0.324	-2.45	-1.97	3.93	4.07	3.45	3.59	-0.478	-1.75	-1.89	0.0493	-0.275	2.18	1.7
TMEM222	Q9H0R3	0.333150803947703	2.58510354243365e-21	1.1007221496012e-21	4.58231053988924e-06	1.02945870124974e-05	5.3631586005011004e-21	2.231484494469e-21	0.420533491368617	5.60082855063813e-07	1.23058246694158e-06	2.50328630287647e-23	1.21874314992525e-23	3.1504927710309503e-23	1.52443334795394e-23	0.759430969237732	0.885	1.17e-14	5.93e-15	0.781	0.824	1.77e-14	7.51e-15	0.799	0.62	0.794	0.000125	5.5e-06	0.000274	1.4e-05	0.851	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.28	4.42	-0.855	-0.809	4.16	4.3	-0.122	-0.976	-0.93	5.13	5.28	5.09	5.23	-0.046	-3.08	-3.23	1.19	1.07	2.05	2.0
TMEM245	Q9H330	0.526505293911789	1.20390734503801e-17	5.63487623770038e-18	8.16347384845189e-05	0.105766529730846	4.3392358348576e-18	2.08690015925445e-18	0.393851441875919	0.0007952062888558	0.426076240425854	7.43299834460442e-20	3.95075810689301e-20	1.7312208188117098e-18	8.52608542484445e-19	0.0060893214807407	0.92	3.71e-13	5.93e-15	0.835	0.924	2.38e-09	7.51e-15	0.79	0.825	0.943	0.0102	0.002	0.0404	0.0117	0.177	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	-0.146	4.69	4.83	-1.06	-0.382	4.89	5.03	0.198	-0.865	-0.184	5.75	5.9	5.07	5.22	-0.681	-3.38	-3.52	1.31	1.51	2.38	1.7
